Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
-5.0,0.0,0.0,2479,2479,0,0,0,0
-5.0,0.0,0.1,2347,2347,0,0,0,0
-5.0,0.0,0.2,2470,2470,0,0,0,0
-5.0,0.0,0.3,2299,2299,0,0,0,0
-5.0,0.0,0.4,2171,2171,0,0,0,0
-5.0,0.0,0.5,2686,2686,0,0,0,0
-5.0,0.0,0.6,2230,2230,0,0,0,0
-5.0,0.0,0.7,2689,2689,0,0,0,0
-5.0,0.0,0.8,2356,2356,0,0,0,0
-5.0,0.0,0.9,2202,2202,0,0,0,0
-5.0,0.0,1.0,2363,2363,0,0,0,0
-5.0,3.0,0.0,2360,2360,0,0,0,0
-5.0,3.0,0.1,2826,2826,0,0,0,0
-5.0,3.0,0.2,2284,2284,0,0,0,0
-5.0,3.0,0.3,2613,2613,0,0,0,0
-5.0,3.0,0.4,2136,2136,0,0,0,0
-5.0,3.0,0.5,2276,2276,0,0,0,0
-5.0,3.0,0.6,2507,2507,0,0,0,0
-5.0,3.0,0.7,2564,2564,0,0,0,0
-5.0,3.0,0.8,2092,2092,0,0,0,0
-5.0,3.0,0.9,2367,2367,0,0,0,0
-5.0,3.0,1.0,1940,1940,0,0,0,0
-5.0,6.0,0.0,2674,2674,0,0,0,0
-5.0,6.0,0.1,2490,2490,0,0,0,0
-5.0,6.0,0.2,2406,2406,0,0,0,0
-5.0,6.0,0.3,2492,2492,0,0,0,0
-5.0,6.0,0.4,2461,2461,0,0,0,0
-5.0,6.0,0.5,2744,2744,0,0,0,0
-5.0,6.0,0.6,2243,2243,0,0,0,0
-5.0,6.0,0.7,2415,2415,0,0,0,0
-5.0,6.0,0.8,2378,2378,0,0,0,0
-5.0,6.0,0.9,2666,2666,0,0,0,0
-5.0,6.0,1.0,2479,2479,0,0,0,0
-5.0,9.0,0.0,2635,2635,0,0,0,0
-5.0,9.0,0.1,2479,2479,0,0,0,0
-5.0,9.0,0.2,2160,2160,0,0,0,0
-5.0,9.0,0.3,2303,2303,0,0,0,0
-5.0,9.0,0.4,2351,2351,0,0,0,0
-5.0,9.0,0.5,2492,2492,0,0,0,0
-5.0,9.0,0.6,2528,2528,0,0,0,0
-5.0,9.0,0.7,2253,2253,0,0,0,0
-5.0,9.0,0.8,2473,2473,0,0,0,0
-5.0,9.0,0.9,2455,2455,0,0,0,0
-5.0,9.0,1.0,2448,2448,0,0,0,0
-5.0,12.0,0.0,2905,2905,0,0,0,0
-5.0,12.0,0.1,2492,2492,0,0,0,0
-5.0,12.0,0.2,2352,2352,0,0,0,0
-5.0,12.0,0.3,2639,2639,0,1,0,0
-5.0,12.0,0.4,2373,2373,0,0,0,0
-5.0,12.0,0.5,2477,2477,0,0,0,0
-5.0,12.0,0.6,2566,2566,0,0,0,0
-5.0,12.0,0.7,2428,2428,0,0,0,0
-5.0,12.0,0.8,2364,2364,0,0,0,0
-5.0,12.0,0.9,2196,2196,0,0,0,0
-5.0,12.0,1.0,2453,2453,0,0,0,0
-5.0,15.0,0.0,2671,2671,0,1,0,0
-5.0,15.0,0.1,2767,2767,0,1,0,0
-5.0,15.0,0.2,2519,2519,0,0,0,0
-5.0,15.0,0.3,2921,2921,0,1,0,0
-5.0,15.0,0.4,2759,2759,0,0,0,0
-5.0,15.0,0.5,2778,2778,0,1,0,0
-5.0,15.0,0.6,2822,2822,0,1,0,0
-5.0,15.0,0.7,2574,2574,0,1,0,0
-5.0,15.0,0.8,2770,2770,0,1,0,0
-5.0,15.0,0.9,2594,2594,0,1,0,0
-5.0,15.0,1.0,2647,2647,0,1,0,0
-5.0,18.0,0.0,3391,3391,0,1,0,0
-5.0,18.0,0.1,2945,2945,0,1,0,0
-5.0,18.0,0.2,3144,3144,0,2,0,0
-5.0,18.0,0.3,3294,3294,0,1,0,0
-5.0,18.0,0.4,2675,2675,0,1,0,0
-5.0,18.0,0.5,3070,3070,0,1,0,0
-5.0,18.0,0.6,2874,2874,0,1,0,0
-5.0,18.0,0.7,3168,3168,0,2,0,0
-5.0,18.0,0.8,2864,2864,0,1,0,0
-5.0,18.0,0.9,3024,3024,0,1,0,0
-5.0,18.0,1.0,2837,2837,0,2,0,0
-5.0,21.0,0.0,3605,3605,0,3,0,0
-5.0,21.0,0.1,3746,3746,0,4,0,0
-5.0,21.0,0.2,3514,3514,0,3,0,0
-5.0,21.0,0.3,3724,3761,0,2,0,0
-5.0,21.0,0.4,3407,3407,0,2,0,0
-5.0,21.0,0.5,3981,3981,0,2,0,0
-5.0,21.0,0.6,3827,3827,0,2,0,0
-5.0,21.0,0.7,3554,3554,0,3,0,0
-5.0,21.0,0.8,3394,3394,0,3,0,0
-5.0,21.0,0.9,3495,3495,0,2,0,0
-5.0,21.0,1.0,3692,3692,0,3,0,0
-5.0,24.0,0.0,4757,4757,0,5,0,0
-5.0,24.0,0.1,4687,4687,0,4,0,0
-5.0,24.0,0.2,4313,4313,0,4,0,0
-5.0,24.0,0.3,4754,4754,0,4,0,0
-5.0,24.0,0.4,4331,4331,0,4,0,0
-5.0,24.0,0.5,4283,4283,0,4,0,0
-5.0,24.0,0.6,4445,4445,0,4,0,0
-5.0,24.0,0.7,4490,4490,0,3,0,0
-5.0,24.0,0.8,4267,4267,0,4,0,0
-5.0,24.0,0.9,3977,3977,0,5,0,0
-5.0,24.0,1.0,4423,4423,0,4,0,0
-5.0,27.0,0.0,5513,5513,0,7,0,0
-5.0,27.0,0.1,5131,5158,0,6,0,0
-5.0,27.0,0.2,5230,5249,0,7,0,0
-5.0,27.0,0.3,5021,5021,0,7,0,0
-5.0,27.0,0.4,4735,4735,0,6,0,0
-5.0,27.0,0.5,5598,5610,0,7,0,0
-5.0,27.0,0.6,4686,4754,0,6,0,0
-5.0,27.0,0.7,4949,4955,0,6,0,0
-5.0,27.0,0.8,4703,4703,0,6,0,0
-5.0,27.0,0.9,5057,5057,0,6,0,0
-5.0,27.0,1.0,5032,5032,0,6,0,0
-5.0,30.0,0.0,6643,6760,0,9,1,0
-5.0,30.0,0.1,6509,6630,0,10,1,0
-5.0,30.0,0.2,6725,6807,0,8,1,0
-5.0,30.0,0.3,6714,6743,0,9,1,0
-5.0,30.0,0.4,6572,6614,0,9,0,0
-5.0,30.0,0.5,6066,6168,0,8,1,0
-5.0,30.0,0.6,6095,6224,0,8,1,0
-5.0,30.0,0.7,6200,6276,0,9,1,0
-5.0,30.0,0.8,5920,6017,0,8,1,0
-5.0,30.0,0.9,5948,5989,0,8,1,0
-5.0,30.0,1.0,5696,5806,0,8,2,0
-4.0,0.0,0.0,2710,2710,0,0,0,0
-4.0,0.0,0.1,2625,2625,0,0,0,0
-4.0,0.0,0.2,2456,2456,0,0,0,0
-4.0,0.0,0.3,2579,2579,0,0,0,0
-4.0,0.0,0.4,2440,2440,0,0,0,0
-4.0,0.0,0.5,2193,2193,0,0,0,0
-4.0,0.0,0.6,2572,2572,0,0,0,0
-4.0,0.0,0.7,2512,2512,0,0,0,0
-4.0,0.0,0.8,2488,2488,0,0,0,0
-4.0,0.0,0.9,2777,2777,0,0,0,0
-4.0,0.0,1.0,2490,2490,0,0,0,0
-4.0,3.0,0.0,2855,2855,0,0,0,0
-4.0,3.0,0.1,2412,2412,0,0,0,0
-4.0,3.0,0.2,2270,2270,0,0,0,0
-4.0,3.0,0.3,2630,2630,0,0,0,0
-4.0,3.0,0.4,2220,2220,0,0,0,0
-4.0,3.0,0.5,2293,2293,0,0,0,0
-4.0,3.0,0.6,2647,2647,0,0,0,0
-4.0,3.0,0.7,2424,2424,0,0,0,0
-4.0,3.0,0.8,2325,2325,0,0,0,0
-4.0,3.0,0.9,2333,2333,0,0,0,0
-4.0,3.0,1.0,2279,2279,0,0,0,0
-4.0,6.0,0.0,2478,2478,0,0,0,0
-4.0,6.0,0.1,2544,2544,0,0,0,0
-4.0,6.0,0.2,2191,2191,0,1,0,0
-4.0,6.0,0.3,2284,2284,0,0,0,0
-4.0,6.0,0.4,2642,2642,0,0,0,0
-4.0,6.0,0.5,2545,2545,0,0,0,0
-4.0,6.0,0.6,2645,2645,0,0,0,0
-4.0,6.0,0.7,2527,2527,0,0,0,0
-4.0,6.0,0.8,2575,2575,0,0,0,0
-4.0,6.0,0.9,2344,2344,0,0,0,0
-4.0,6.0,1.0,2278,2278,0,0,0,0
-4.0,9.0,0.0,2456,2456,0,0,0,0
-4.0,9.0,0.1,2585,2585,0,0,0,0
-4.0,9.0,0.2,2884,2884,0,0,0,0
-4.0,9.0,0.3,2804,2804,0,0,0,0
-4.0,9.0,0.4,2539,2539,0,0,0,0
-4.0,9.0,0.5,2513,2513,0,0,0,0
-4.0,9.0,0.6,2770,2770,0,0,0,0
-4.0,9.0,0.7,2805,2805,0,0,0,0
-4.0,9.0,0.8,2333,2333,0,0,0,0
-4.0,9.0,0.9,2661,2661,0,0,0,0
-4.0,9.0,1.0,2589,2589,0,0,0,0
-4.0,12.0,0.0,3142,3142,0,0,0,0
-4.0,12.0,0.1,2829,2829,0,1,0,0
-4.0,12.0,0.2,2870,2870,0,1,0,0
-4.0,12.0,0.3,2809,2809,0,1,0,0
-4.0,12.0,0.4,2993,2993,0,0,0,0
-4.0,12.0,0.5,2585,2585,0,0,0,0
-4.0,12.0,0.6,2694,2694,0,1,0,0
-4.0,12.0,0.7,3057,3057,0,1,0,0
-4.0,12.0,0.8,2740,2740,0,1,0,0
-4.0,12.0,0.9,2678,2701,0,1,0,0
-4.0,12.0,1.0,2680,2680,0,1,0,0
-4.0,15.0,0.0,3256,3256,0,2,0,0
-4.0,15.0,0.1,2922,2922,0,1,0,0
-4.0,15.0,0.2,3315,3315,0,2,0,0
-4.0,15.0,0.3,3181,3181,0,1,0,0
-4.0,15.0,0.4,3222,3222,0,2,0,0
-4.0,15.0,0.5,3045,3045,0,1,0,0
-4.0,15.0,0.6,3372,3372,0,2,0,0
-4.0,15.0,0.7,3049,3049,0,1,0,0
-4.0,15.0,0.8,2817,2817,0,2,0,0
-4.0,15.0,0.9,3172,3172,0,1,0,0
-4.0,15.0,1.0,3138,3138,0,2,0,0
-4.0,18.0,0.0,3804,3804,0,4,0,0
-4.0,18.0,0.1,3844,3844,0,4,0,0
-4.0,18.0,0.2,3892,3892,0,3,0,0
-4.0,18.0,0.3,4240,4240,0,3,0,0
-4.0,18.0,0.4,4137,4176,0,3,0,0
-4.0,18.0,0.5,4002,4002,0,2,0,0
-4.0,18.0,0.6,4059,4059,0,3,0,0
-4.0,18.0,0.7,4162,4162,0,3,0,0
-4.0,18.0,0.8,4000,4000,0,3,0,0
-4.0,18.0,0.9,4049,4049,0,3,0,0
-4.0,18.0,1.0,3779,3779,0,3,0,0
-4.0,21.0,0.0,4905,4905,0,4,0,0
-4.0,21.0,0.1,5621,5621,0,5,0,0
-4.0,21.0,0.2,5569,5569,0,5,0,0
-4.0,21.0,0.3,5213,5213,0,5,0,0
-4.0,21.0,0.4,4786,4786,0,6,0,0
-4.0,21.0,0.5,4976,4976,0,5,0,0
-4.0,21.0,0.6,5315,5315,0,5,0,0
-4.0,21.0,0.7,4629,4629,0,4,0,0
-4.0,21.0,0.8,5232,5232,0,4,0,0
-4.0,21.0,0.9,4667,4667,0,5,0,0
-4.0,21.0,1.0,4635,4635,0,4,0,0
-4.0,24.0,0.0,6625,6637,0,7,0,0
-4.0,24.0,0.1,6704,6721,0,8,0,0
-4.0,24.0,0.2,6350,6350,0,8,0,0
-4.0,24.0,0.3,5971,5997,0,8,0,0
-4.0,24.0,0.4,6992,6992,0,8,0,0
-4.0,24.0,0.5,6078,6119,0,6,0,0
-4.0,24.0,0.6,6754,6754,0,8,0,0
-4.0,24.0,0.7,5834,5887,0,8,0,0
-4.0,24.0,0.8,6117,6120,0,7,0,0
-4.0,24.0,0.9,6071,6088,0,8,0,0
-4.0,24.0,1.0,5946,5946,0,6,0,0
-4.0,27.0,0.0,9103,9255,1,10,1,0
-4.0,27.0,0.1,8504,8610,0,10,1,0
-4.0,27.0,0.2,8280,8311,0,11,0,0
-4.0,27.0,0.3,7438,7606,1,9,2,0
-4.0,27.0,0.4,7967,8028,0,10,1,0
-4.0,27.0,0.5,8029,8256,1,10,2,0
-4.0,27.0,0.6,7437,7592,1,10,1,0
-4.0,27.0,0.7,7613,7732,1,10,1,0
-4.0,27.0,0.8,7235,7367,1,9,1,0
-4.0,27.0,0.9,7690,7765,0,10,1,0
-4.0,27.0,1.0,7083,7162,0,9,2,0
-4.0,30.0,0.0,9804,10148,2,12,4,1
-4.0,30.0,0.1,9694,10295,3,12,6,1
-4.0,30.0,0.2,10064,10498,2,12,5,1
-4.0,30.0,0.3,9743,10197,2,12,4,1
-4.0,30.0,0.4,8948,9368,2,11,4,0
-4.0,30.0,0.5,9586,10031,2,12,4,1
-4.0,30.0,0.6,9559,10145,3,11,6,1
-4.0,30.0,0.7,9748,10269,2,12,5,1
-4.0,30.0,0.8,8566,8983,2,11,4,0
-4.0,30.0,0.9,8865,9571,3,11,7,1
-4.0,30.0,1.0,9212,9658,2,11,5,1
-3.0,0.0,0.0,2326,2326,0,0,0,0
-3.0,0.0,0.1,2262,2262,0,0,0,0
-3.0,0.0,0.2,2448,2448,0,0,0,0
-3.0,0.0,0.3,2607,2607,0,0,0,0
-3.0,0.0,0.4,2416,2416,0,0,0,0
-3.0,0.0,0.5,2206,2206,0,0,0,0
-3.0,0.0,0.6,2231,2231,0,0,0,0
-3.0,0.0,0.7,2305,2305,0,0,0,0
-3.0,0.0,0.8,2158,2158,0,0,0,0
-3.0,0.0,0.9,2043,2043,0,0,0,0
-3.0,0.0,1.0,2125,2125,0,0,0,0
-3.0,3.0,0.0,2478,2478,0,0,0,0
-3.0,3.0,0.1,2330,2330,0,0,0,0
-3.0,3.0,0.2,2246,2246,0,0,0,0
-3.0,3.0,0.3,2146,2146,0,0,0,0
-3.0,3.0,0.4,2176,2176,0,0,0,0
-3.0,3.0,0.5,2267,2267,0,0,0,0
-3.0,3.0,0.6,2325,2325,0,0,0,0
-3.0,3.0,0.7,2183,2183,0,0,0,0
-3.0,3.0,0.8,2433,2433,0,0,0,0
-3.0,3.0,0.9,2440,2440,0,0,0,0
-3.0,3.0,1.0,2200,2200,0,0,0,0
-3.0,6.0,0.0,2459,2459,0,0,0,0
-3.0,6.0,0.1,2510,2510,0,0,0,0
-3.0,6.0,0.2,2562,2562,0,0,0,0
-3.0,6.0,0.3,2431,2431,0,0,0,0
-3.0,6.0,0.4,2647,2647,0,0,0,0
-3.0,6.0,0.5,2261,2261,0,0,0,0
-3.0,6.0,0.6,2528,2528,0,0,0,0
-3.0,6.0,0.7,2419,2419,0,0,0,0
-3.0,6.0,0.8,2278,2278,0,0,0,0
-3.0,6.0,0.9,2235,2235,0,0,0,0
-3.0,6.0,1.0,2467,2467,0,0,0,0
-3.0,9.0,0.0,2867,2867,0,0,0,0
-3.0,9.0,0.1,2749,2749,0,1,0,0
-3.0,9.0,0.2,2930,2930,0,0,0,0
-3.0,9.0,0.3,3002,3002,0,0,0,0
-3.0,9.0,0.4,2690,2690,0,1,0,0
-3.0,9.0,0.5,2896,2896,0,0,0,0
-3.0,9.0,0.6,2588,2588,0,0,0,0
-3.0,9.0,0.7,2892,2892,0,0,0,0
-3.0,9.0,0.8,2653,2653,0,0,0,0
-3.0,9.0,0.9,2580,2580,0,0,0,0
-3.0,9.0,1.0,2894,2894,0,1,0,0
-3.0,12.0,0.0,3265,3265,0,2,0,0
-3.0,12.0,0.1,3188,3188,0,1,0,0
-3.0,12.0,0.2,3040,3040,0,1,0,0
-3.0,12.0,0.3,3308,3308,0,2,0,0
-3.0,12.0,0.4,3227,3227,0,1,0,0
-3.0,12.0,0.5,3038,3038,0,1,0,0
-3.0,12.0,0.6,3031,3031,0,2,0,0
-3.0,12.0,0.7,3234,3234,0,2,0,0
-3.0,12.0,0.8,3451,3451,0,2,0,0
-3.0,12.0,0.9,3264,3264,0,2,0,0
-3.0,12.0,1.0,2923,2923,0,1,0,0
-3.0,15.0,0.0,3872,3872,0,3,0,0
-3.0,15.0,0.1,4694,4694,0,3,0,0
-3.0,15.0,0.2,3782,3782,0,3,0,0
-3.0,15.0,0.3,3834,3834,0,3,0,0
-3.0,15.0,0.4,4127,4127,0,3,0,0
-3.0,15.0,0.5,4162,4162,0,3,0,0
-3.0,15.0,0.6,3970,3970,0,3,0,0
-3.0,15.0,0.7,4411,4411,0,2,0,0
-3.0,15.0,0.8,3648,3648,0,3,0,0
-3.0,15.0,0.9,3881,3881,0,3,0,0
-3.0,15.0,1.0,4228,4228,0,3,0,0
-3.0,18.0,0.0,5738,5738,0,6,0,0
-3.0,18.0,0.1,5910,5910,0,5,0,0
-3.0,18.0,0.2,5481,5481,0,5,0,0
-3.0,18.0,0.3,4793,4793,0,5,0,0
-3.0,18.0,0.4,5828,5828,0,5,0,0
-3.0,18.0,0.5,5480,5480,0,5,0,0
-3.0,18.0,0.6,5219,5219,0,5,0,0
-3.0,18.0,0.7,5312,5312,0,6,0,0
-3.0,18.0,0.8,5642,5642,0,4,0,0
-3.0,18.0,0.9,4854,4854,0,4,0,0
-3.0,18.0,1.0,5003,5003,0,6,0,0
-3.0,21.0,0.0,7378,7420,0,8,0,0
-3.0,21.0,0.1,7689,7689,0,8,0,0
-3.0,21.0,0.2,7541,7592,0,8,0,0
-3.0,21.0,0.3,7716,7724,0,7,0,0
-3.0,21.0,0.4,8340,8356,0,8,0,0
-3.0,21.0,0.5,7080,7080,0,8,0,0
-3.0,21.0,0.6,6921,6921,0,8,0,0
-3.0,21.0,0.7,6793,6809,0,7,0,0
-3.0,21.0,0.8,7865,7899,0,8,0,0
-3.0,21.0,0.9,6457,6457,0,7,0,0
-3.0,21.0,1.0,7254,7254,0,7,0,0
-3.0,24.0,0.0,11196,11389,1,10,2,0
-3.0,24.0,0.1,10160,10266,1,11,1,0
-3.0,24.0,0.2,9501,9616,1,10,1,0
-3.0,24.0,0.3,9878,9960,1,10,1,0
-3.0,24.0,0.4,9642,9751,1,10,1,0
-3.0,24.0,0.5,9724,9796,0,10,1,0
-3.0,24.0,0.6,10378,10461,1,10,1,0
-3.0,24.0,0.7,9003,9050,0,10,0,0
-3.0,24.0,0.8,8780,8964,1,10,2,0
-3.0,24.0,0.9,9045,9212,1,9,1,0
-3.0,24.0,1.0,8284,8425,1,10,1,0
-3.0,27.0,0.0,14524,15206,4,12,5,0
-3.0,27.0,0.1,12684,13245,4,12,4,0
-3.0,27.0,0.2,12174,12810,4,11,6,1
-3.0,27.0,0.3,11902,12581,4,11,5,0
-3.0,27.0,0.4,11619,12296,4,13,6,0
-3.0,27.0,0.5,12144,12576,3,12,4,0
-3.0,27.0,0.6,12496,13064,4,11,4,0
-3.0,27.0,0.7,11340,12062,4,12,6,1
-3.0,27.0,0.8,10663,11281,3,12,6,1
-3.0,27.0,0.9,11127,11755,4,12,5,1
-3.0,27.0,1.0,11107,11811,3,12,6,1
-3.0,30.0,0.0,16737,18202,9,13,13,1
-3.0,30.0,0.1,16095,17684,9,12,15,1
-3.0,30.0,0.2,15650,17551,11,12,15,1
-3.0,30.0,0.3,14203,16098,11,11,17,2
-3.0,30.0,0.4,14334,15902,8,13,13,1
-3.0,30.0,0.5,14336,15812,8,13,15,2
-3.0,30.0,0.6,13936,15509,8,12,14,1
-3.0,30.0,0.7,13258,15142,9,13,17,2
-3.0,30.0,0.8,13056,14773,8,14,17,2
-3.0,30.0,0.9,13931,15706,8,13,15,2
-3.0,30.0,1.0,11980,13520,9,13,13,1
-2.0,0.0,0.0,2171,2171,0,0,0,0
-2.0,0.0,0.1,2149,2149,0,0,0,0
-2.0,0.0,0.2,1968,1968,0,0,0,0
-2.0,0.0,0.3,2096,2096,0,0,0,0
-2.0,0.0,0.4,2229,2229,0,0,0,0
-2.0,0.0,0.5,2046,2046,0,0,0,0
-2.0,0.0,0.6,2198,2198,0,0,0,0
-2.0,0.0,0.7,2200,2200,0,0,0,0
-2.0,0.0,0.8,1935,1935,0,0,0,0
-2.0,0.0,0.9,2180,2180,0,0,0,0
-2.0,0.0,1.0,2164,2164,0,0,0,0
-2.0,3.0,0.0,2231,2231,0,0,0,0
-2.0,3.0,0.1,1992,1992,0,0,0,0
-2.0,3.0,0.2,2206,2206,0,0,0,0
-2.0,3.0,0.3,2126,2126,0,0,0,0
-2.0,3.0,0.4,2014,2014,0,0,0,0
-2.0,3.0,0.5,2075,2075,0,0,0,0
-2.0,3.0,0.6,2188,2188,0,0,0,0
-2.0,3.0,0.7,2228,2228,0,0,0,0
-2.0,3.0,0.8,2101,2101,0,0,0,0
-2.0,3.0,0.9,2170,2170,0,0,0,0
-2.0,3.0,1.0,1977,1977,0,0,0,0
-2.0,6.0,0.0,2288,2303,0,0,0,0
-2.0,6.0,0.1,2419,2419,0,0,0,0
-2.0,6.0,0.2,2343,2343,0,0,0,0
-2.0,6.0,0.3,2551,2551,0,0,0,0
-2.0,6.0,0.4,2389,2389,0,0,0,0
-2.0,6.0,0.5,2155,2155,0,0,0,0
-2.0,6.0,0.6,2566,2566,0,0,0,0
-2.0,6.0,0.7,2233,2233,0,0,0,0
-2.0,6.0,0.8,2447,2447,0,1,0,0
-2.0,6.0,0.9,2438,2438,0,0,0,0
-2.0,6.0,1.0,2358,2358,0,0,0,0
-2.0,9.0,0.0,2968,2968,0,1,0,0
-2.0,9.0,0.1,3027,3027,0,1,0,0
-2.0,9.0,0.2,2856,2856,0,1,0,0
-2.0,9.0,0.3,3061,3061,0,1,0,0
-2.0,9.0,0.4,3182,3182,0,1,0,0
-2.0,9.0,0.5,2795,2795,0,1,0,0
-2.0,9.0,0.6,3183,3183,0,1,0,0
-2.0,9.0,0.7,3180,3180,0,1,0,0
-2.0,9.0,0.8,3104,3128,0,1,0,0
-2.0,9.0,0.9,3194,3194,0,1,0,0
-2.0,9.0,1.0,2753,2753,0,0,0,0
-2.0,12.0,0.0,3956,3956,0,2,0,0
-2.0,12.0,0.1,3834,3834,0,2,0,0
-2.0,12.0,0.2,3773,3773,0,2,0,0
-2.0,12.0,0.3,3690,3690,0,2,0,0
-2.0,12.0,0.4,3624,3624,0,3,0,0
-2.0,12.0,0.5,3848,3848,0,2,0,0
-2.0,12.0,0.6,4036,4036,0,3,0,0
-2.0,12.0,0.7,4324,4324,0,3,0,0
-2.0,12.0,0.8,3724,3724,0,2,0,0
-2.0,12.0,0.9,4163,4163,0,3,0,0
-2.0,12.0,1.0,3975,3975,0,4,0,0
-2.0,15.0,0.0,5409,5409,0,4,0,0
-2.0,15.0,0.1,5289,5289,0,5,0,0
-2.0,15.0,0.2,5779,5779,0,5,0,0
-2.0,15.0,0.3,5607,5607,0,5,0,0
-2.0,15.0,0.4,5537,5570,0,4,0,0
-2.0,15.0,0.5,4897,4897,0,4,0,0
-2.0,15.0,0.6,5435,5435,0,5,0,0
-2.0,15.0,0.7,5072,5072,0,4,0,0
-2.0,15.0,0.8,5432,5443,0,5,0,0
-2.0,15.0,0.9,5023,5023,0,6,0,0
-2.0,15.0,1.0,5019,5019,0,4,0,0
-2.0,18.0,0.0,8170,8205,0,7,0,0
-2.0,18.0,0.1,9679,9694,0,8,0,0
-2.0,18.0,0.2,8435,8451,0,7,0,0
-2.0,18.0,0.3,8079,8097,0,7,0,0
-2.0,18.0,0.4,7365,7406,0,7,0,0
-2.0,18.0,0.5,8282,8287,0,7,0,0
-2.0,18.0,0.6,7630,7668,0,8,0,0
-2.0,18.0,0.7,6671,6692,0,7,0,0
-2.0,18.0,0.8,7244,7249,0,7,0,0
-2.0,18.0,0.9,7862,7871,0,7,0,0
-2.0,18.0,1.0,7051,7070,0,7,0,0
-2.0,21.0,0.0,11748,12045,2,9,2,0
-2.0,21.0,0.1,12418,12660,2,10,2,0
-2.0,21.0,0.2,11956,12207,2,10,2,0
-2.0,21.0,0.3,11408,11586,2,9,2,0
-2.0,21.0,0.4,10128,10394,2,10,2,0
-2.0,21.0,0.5,9073,9242,1,10,2,0
-2.0,21.0,0.6,10461,10685,2,10,2,0
-2.0,21.0,0.7,11246,11348,1,10,1,0
-2.0,21.0,0.8,10254,10415,1,10,1,0
-2.0,21.0,0.9,10346,10435,1,9,1,0
-2.0,21.0,1.0,9036,9182,1,10,1,0
-2.0,24.0,0.0,17236,18654,10,12,11,0
-2.0,24.0,0.1,16646,17762,8,12,9,0
-2.0,24.0,0.2,14883,15915,7,12,8,0
-2.0,24.0,0.3,12561,13470,7,12,8,0
-2.0,24.0,0.4,14289,15413,7,12,10,1
-2.0,24.0,0.5,13226,14355,7,12,8,0
-2.0,24.0,0.6,14627,15175,5,12,6,0
-2.0,24.0,0.7,13178,13935,5,11,6,0
-2.0,24.0,0.8,13207,13984,5,11,6,0
-2.0,24.0,0.9,12803,13454,5,12,6,0
-2.0,24.0,1.0,12670,13630,6,11,7,0
-2.0,27.0,0.0,19603,22572,19,13,25,2
-2.0,27.0,0.1,17822,20438,17,13,18,0
-2.0,27.0,0.2,17622,20364,18,13,23,1
-2.0,27.0,0.3,17493,19589,14,13,17,1
-2.0,27.0,0.4,18491,20860,15,13,20,2
-2.0,27.0,0.5,16758,19137,13,13,20,2
-2.0,27.0,0.6,17142,19419,14,12,19,2
-2.0,27.0,0.7,16249,18402,13,12,21,2
-2.0,27.0,0.8,15296,17578,14,13,17,1
-2.0,27.0,0.9,16134,18041,12,14,15,1
-2.0,27.0,1.0,14885,17079,13,13,19,2
-2.0,30.0,0.0,21253,26499,31,13,43,2
-2.0,30.0,0.1,21126,26187,28,13,40,3
-2.0,30.0,0.2,19808,24696,30,13,41,3
-2.0,30.0,0.3,19692,24854,28,13,42,3
-2.0,30.0,0.4,18798,23038,24,13,35,2
-2.0,30.0,0.5,19463,24024,26,13,35,2
-2.0,30.0,0.6,18639,23084,28,14,34,2
-2.0,30.0,0.7,18776,23049,24,14,33,2
-2.0,30.0,0.8,17462,22334,26,13,42,4
-2.0,30.0,0.9,17004,21448,25,13,36,2
-2.0,30.0,1.0,15608,20090,24,13,38,3
-1.0,0.0,0.0,1826,1826,0,0,0,0
-1.0,0.0,0.1,1766,1766,0,0,0,0
-1.0,0.0,0.2,1754,1754,0,0,0,0
-1.0,0.0,0.3,1914,1914,0,0,0,0
-1.0,0.0,0.4,1954,1954,0,0,0,0
-1.0,0.0,0.5,1953,1953,0,0,0,0
-1.0,0.0,0.6,1931,1931,0,0,0,0
-1.0,0.0,0.7,1952,1952,0,0,0,0
-1.0,0.0,0.8,1962,1962,0,0,0,0
-1.0,0.0,0.9,1837,1837,0,0,0,0
-1.0,0.0,1.0,1783,1783,0,0,0,0
-1.0,3.0,0.0,2047,2047,0,0,0,0
-1.0,3.0,0.1,2206,2206,0,0,0,0
-1.0,3.0,0.2,2119,2119,0,0,0,0
-1.0,3.0,0.3,2234,2234,0,0,0,0
-1.0,3.0,0.4,2138,2138,0,0,0,0
-1.0,3.0,0.5,2265,2265,0,0,0,0
-1.0,3.0,0.6,2030,2030,0,0,0,0
-1.0,3.0,0.7,1895,1895,0,0,0,0
-1.0,3.0,0.8,2260,2260,0,0,0,0
-1.0,3.0,0.9,1822,1822,0,0,0,0
-1.0,3.0,1.0,2060,2060,0,0,0,0
-1.0,6.0,0.0,2562,2562,0,0,0,0
-1.0,6.0,0.1,2760,2760,0,0,0,0
-1.0,6.0,0.2,2883,2883,0,0,0,0
-1.0,6.0,0.3,2766,2766,0,0,0,0
-1.0,6.0,0.4,2455,2455,0,0,0,0
-1.0,6.0,0.5,2686,2686,0,1,0,0
-1.0,6.0,0.6,2466,2466,0,0,0,0
-1.0,6.0,0.7,2643,2643,0,1,0,0
-1.0,6.0,0.8,2674,2674,0,0,0,0
-1.0,6.0,0.9,2658,2658,0,0,0,0
